USER_ID,AGE,EDUCATION_LEVEL
12509,15.0,JC
12510,17.0,University
12511,19.0,Secondary
12512,36.0,University
12513,21.0,JC
12514,33.0,University
12515,46.0,JC
12516,26.0,University
12517,30.0,JC
12518,28.0,Secondary
12519,43.0,JC
12520,47.0,JC
12521,19.0,Poly
12522,47.0,University
12523,31.0,University
12524,52.0,University
12525,21.0,Poly
12526,39.0,Postgrad
12527,10.0,JC
12528,39.0,University
12529,27.0,University
12530,12.0,JC
12531,37.0,Postgrad
12532,24.0,JC
12533,46.0,Poly
12534,20.0,Poly
12535,39.0,Poly
12536,37.0,Postgrad
12537,29.0,Postgrad
12538,33.0,Postgrad
12539,15.0,University
12540,28.0,JC
12541,25.0,Postgrad
12542,34.0,Secondary
12543,43.0,Postgrad
12544,31.0,Poly
12545,10.0,JC
12546,29.0,Postgrad
12547,27.0,Postgrad
12548,21.0,University
12549,23.0,Poly
12550,26.0,Poly
12551,33.0,University
12552,24.0,University
12553,37.0,Poly
12554,16.0,Poly
12555,37.0,Secondary
12556,38.0,JC
12557,28.0,University
12558,39.0,JC
12559,25.0,JC
12560,22.0,Secondary
12561,23.0,Poly
12562,47.0,University
12563,31.0,Postgrad
12564,28.0,University
12565,32.0,JC
12566,29.0,University
12567,6.0,Poly
12568,20.0,University
12569,16.0,JC
12570,32.0,University
12571,40.0,JC
12572,49.0,University
12573,23.0,University
12574,22.0,Postgrad
12575,20.0,University
12576,29.0,Secondary
12577,21.0,JC
12578,18.0,Poly
12579,29.0,Poly
12580,23.0,Secondary
12581,21.0,JC
12582,30.0,University
12583,31.0,University
12584,21.0,JC
12585,41.0,University
12586,51.0,Secondary
12587,33.0,University
12588,26.0,University
12589,19.0,University
12590,34.0,University
12591,34.0,University
12592,34.0,Postgrad
12593,48.0,Postgrad
12594,28.0,University
12595,37.0,JC
12596,25.0,Secondary
12597,28.0,Postgrad
12598,24.0,Postgrad
12599,23.0,Postgrad
12600,18.0,University
12601,45.0,Secondary
12602,39.0,Secondary
12603,35.0,JC
12604,46.0,JC
12605,19.0,University
12606,20.0,Secondary
12607,37.0,Poly
12608,33.0,Postgrad
12609,25.0,Postgrad
12610,45.0,Poly
12611,50.0,Poly
12612,51.0,University
12613,21.0,JC
12614,21.0,University
12615,30.0,Postgrad
12616,28.0,Poly
12617,31.0,University
12618,39.0,Postgrad
12619,35.0,Poly
12620,17.0,JC
12621,36.0,Postgrad
12622,43.0,Poly
12623,30.0,Secondary
12624,36.0,University
12625,22.0,University
12626,20.0,Poly
12627,16.0,University
12628,39.0,Secondary
12629,30.0,Poly
12630,39.0,JC
12631,29.0,Poly
12632,42.0,Postgrad
12633,36.0,Poly
12634,18.0,JC
12635,35.0,Secondary
12636,24.0,Secondary
12637,42.0,University
12638,28.0,University
12639,36.0,Postgrad
12640,40.0,Poly
12641,25.0,University
12642,26.0,University
12643,31.0,Secondary
12644,43.0,Secondary
12645,13.0,JC
12646,31.0,Postgrad
12647,26.0,Poly
12648,31.0,Postgrad
12649,14.0,University
12650,24.0,Postgrad
12651,31.0,University
12652,41.0,JC
12653,33.0,University
12654,38.0,Postgrad
12655,39.0,Secondary
12656,22.0,Poly
12657,35.0,Postgrad
12658,33.0,University
12659,39.0,University
12660,33.0,Poly
12661,23.0,University
12662,19.0,University
12663,25.0,Poly
12664,39.0,Secondary
12665,32.0,Postgrad
12666,24.0,JC
12667,30.0,JC
12668,20.0,JC
12669,28.0,University
12670,41.0,Poly
12671,38.0,Postgrad
12672,44.0,Postgrad
12673,22.0,JC
12674,24.0,Poly
12675,26.0,University
12676,30.0,Secondary
12677,43.0,JC
12678,49.0,University
12679,25.0,JC
12680,39.0,Secondary
12681,37.0,Poly
12682,30.0,Poly
12683,28.0,Poly
12684,16.0,University
12685,52.0,University
12686,43.0,Secondary
12687,55.0,Poly
12688,9.0,University
12689,40.0,University
12690,25.0,Secondary
12691,31.0,Postgrad
12692,22.0,University
12693,53.0,Postgrad
12694,42.0,University
12695,34.0,University
12696,43.0,Postgrad
12697,30.0,University
12698,7.0,Poly
12699,33.0,JC
12700,30.0,JC
12701,32.0,JC
12702,36.0,Postgrad
12703,39.0,University
12704,24.0,University
12705,23.0,Poly
12706,29.0,Postgrad
12707,34.0,Secondary
12708,7.0,Postgrad
12709,28.0,Postgrad
12710,22.0,Postgrad
12711,40.0,Poly
12712,27.0,Secondary
12713,27.0,Poly
12714,40.0,JC
12715,28.0,University
12716,25.0,Postgrad
12717,32.0,University
12718,15.0,University
12719,30.0,Postgrad
12720,22.0,Poly
12721,23.0,Postgrad
12722,19.0,JC
12723,28.0,University
12724,33.0,Poly
12725,34.0,University
12726,20.0,Postgrad
12727,26.0,Poly
12728,22.0,University
12729,51.0,Secondary
12730,29.0,Poly
12731,35.0,Postgrad
12732,31.0,Poly
12733,40.0,JC
12734,28.0,Secondary
12735,19.0,University
12736,44.0,Poly
12737,35.0,University
12738,38.0,JC
12739,30.0,Secondary
12740,30.0,Poly
12741,36.0,JC
12742,20.0,JC
12743,29.0,Poly
12744,41.0,Secondary
12745,32.0,Secondary
12746,36.0,Postgrad
12747,13.0,Postgrad
12748,41.0,Postgrad
12749,29.0,Secondary
12750,38.0,JC
12751,46.0,University
12752,27.0,JC
12753,41.0,Poly
12754,26.0,Secondary
12755,35.0,Secondary
12756,17.0,Secondary
12757,33.0,Secondary
12758,45.0,Poly
12759,35.0,Secondary
12760,42.0,Postgrad
12761,33.0,JC
12762,41.0,Postgrad
12763,38.0,JC
12764,27.0,JC
12765,36.0,JC
12766,26.0,University
12767,32.0,Poly
12768,47.0,Poly
12769,34.0,Poly
12770,11.0,Poly
12771,3.0,Postgrad
12772,25.0,Postgrad
12773,33.0,University
12774,22.0,JC
12775,28.0,Postgrad
12776,40.0,Postgrad
12777,28.0,University
12778,24.0,Poly
12779,47.0,University
12780,29.0,Secondary
12781,12.0,University
12782,21.0,JC
12783,56.0,Postgrad
12784,20.0,Postgrad
12785,22.0,Poly
12786,46.0,Postgrad
12787,37.0,JC
12788,24.0,Poly
12789,65.0,JC
12790,22.0,Poly
12791,22.0,JC
12792,40.0,University
12793,33.0,Postgrad
12794,18.0,University
12795,18.0,JC
12796,34.0,JC
12797,24.0,Postgrad
12798,30.0,University
12799,24.0,Secondary
12800,34.0,Poly
12801,30.0,JC
12802,20.0,Secondary
12803,33.0,JC
12804,10.0,Poly
12805,26.0,University
12806,57.0,University
12807,35.0,Secondary
12808,17.0,Poly
12809,34.0,University
12810,34.0,Secondary
12811,12.0,JC
12812,20.0,JC
12813,33.0,Secondary
12814,39.0,Poly
12815,12.0,JC
12816,30.0,Postgrad
12817,28.0,Secondary
12818,34.0,JC
12819,30.0,University
12820,35.0,JC
12821,37.0,Secondary
12822,44.0,Poly
12823,33.0,Postgrad
12824,47.0,Poly
12825,31.0,University
12826,27.0,Poly
12827,34.0,JC
12828,30.0,Postgrad
12829,21.0,JC
12830,42.0,Secondary
12831,33.0,Poly
12832,26.0,Secondary
12833,27.0,Secondary
12834,35.0,University
12835,28.0,JC
12836,29.0,Secondary
12837,38.0,Postgrad
12838,35.0,JC
12839,32.0,Postgrad
12840,18.0,Secondary
12841,39.0,Poly
12842,25.0,University
12843,38.0,JC
12844,33.0,JC
12845,52.0,University
12846,32.0,Secondary
12847,41.0,JC
12848,36.0,Secondary
12849,26.0,JC
12850,29.0,Poly
12851,13.0,Poly
12852,29.0,Secondary
12853,29.0,Poly
12854,32.0,University
12855,34.0,University
12856,21.0,Poly
12857,25.0,Poly
12858,21.0,University
12859,30.0,University
12860,23.0,JC
12861,47.0,JC
12862,8.0,Secondary
12863,19.0,JC
12864,18.0,Postgrad
12865,43.0,Secondary
12866,43.0,University
12867,36.0,University
12868,22.0,Poly
12869,28.0,Poly
12870,17.0,University
12871,34.0,JC
12872,27.0,Poly
12873,19.0,JC
12874,41.0,Postgrad
12875,42.0,Poly
12876,36.0,Postgrad
12877,37.0,Poly
12878,22.0,Poly
12879,25.0,Poly
12880,40.0,JC
12881,39.0,Secondary
12882,22.0,University
12883,30.0,Secondary
12884,33.0,University
12885,50.0,University
12886,25.0,Postgrad
12887,27.0,Secondary
12888,29.0,JC
12889,16.0,Poly
12890,22.0,Postgrad
12891,23.0,Postgrad
12892,19.0,Poly
12893,17.0,JC
12894,20.0,JC
12895,42.0,Poly
12896,32.0,Postgrad
12897,29.0,Poly
12898,46.0,University
12899,26.0,JC
12900,44.0,University
12901,26.0,Poly
12902,22.0,Postgrad
12903,31.0,JC
12904,11.0,Postgrad
12905,37.0,Secondary
12906,30.0,Poly
12907,11.0,JC
12908,19.0,Poly
12909,42.0,University
12910,28.0,University
12911,27.0,Postgrad
12912,28.0,University
12913,13.0,Poly
12914,18.0,Secondary
12915,36.0,University
12916,25.0,University
12917,41.0,University
12918,24.0,Poly
12919,34.0,Poly
12920,30.0,JC
12921,9.0,Secondary
12922,53.0,Postgrad
12923,37.0,University
12924,28.0,Postgrad
12925,15.0,JC
12926,28.0,Postgrad
12927,37.0,Poly
12928,9.0,Secondary
12929,11.0,University
12930,36.0,Poly
12931,34.0,JC
12932,37.0,Secondary
12933,24.0,Poly
12934,32.0,Postgrad
12935,34.0,University
12936,37.0,University
12937,39.0,University
12938,21.0,JC
12939,14.0,JC
12940,32.0,Postgrad
12941,43.0,University
12942,36.0,JC
12943,24.0,University
12944,25.0,Poly
12945,18.0,Postgrad
12946,29.0,JC
12947,34.0,University
12948,29.0,Poly
12949,13.0,JC
12950,32.0,Postgrad
12951,33.0,University
12952,48.0,Postgrad
12953,36.0,University
12954,16.0,Poly
12955,9.0,JC
12956,26.0,Secondary
12957,55.0,Secondary
12958,31.0,Postgrad
12959,29.0,JC
12960,22.0,Poly
12961,27.0,Secondary
12962,43.0,University
12963,21.0,University
12964,46.0,Secondary
12965,19.0,Secondary
12966,25.0,Secondary
12967,33.0,University
12968,35.0,Secondary
12969,18.0,University
12970,33.0,Postgrad
12971,20.0,Postgrad
12972,29.0,Poly
12973,37.0,Poly
12974,37.0,University
12975,41.0,Poly
12976,51.0,Postgrad
12977,34.0,Poly
12978,46.0,JC
12979,21.0,University
12980,32.0,University
12981,18.0,Secondary
12982,18.0,Postgrad
12983,32.0,Poly
12984,27.0,Poly
12985,31.0,University
12986,39.0,JC
12987,27.0,JC
12988,29.0,Secondary
12989,11.0,Secondary
12990,23.0,Postgrad
12991,32.0,JC
12992,24.0,Postgrad
12993,25.0,Secondary
12994,42.0,JC
12995,24.0,University
12996,13.0,Postgrad
12997,37.0,University
12998,37.0,JC
12999,25.0,University
13000,35.0,Poly
13001,28.0,Poly
13002,48.0,Poly
13003,18.0,Poly
13004,44.0,Secondary
13005,18.0,JC
13006,39.0,Secondary
13007,40.0,Secondary
13008,37.0,University
13009,60.0,Secondary
13010,36.0,Secondary
13011,20.0,University
13012,38.0,Postgrad
13013,32.0,University
13014,19.0,University
13015,27.0,JC
13016,28.0,JC
13017,24.0,Poly
13018,18.0,JC
13019,23.0,JC
13020,32.0,University
13021,32.0,University
13022,35.0,Poly
13023,34.0,University
13024,29.0,JC
13025,32.0,Poly
13026,37.0,Poly
13027,15.0,Poly
13028,48.0,JC
13029,38.0,Postgrad
13030,46.0,Secondary
13031,31.0,JC
13032,46.0,Poly
13033,31.0,Postgrad
13034,21.0,Poly
13035,31.0,University
13036,40.0,JC
13037,18.0,JC
13038,31.0,Poly
13039,33.0,University
13040,24.0,Postgrad
13041,30.0,Secondary
13042,20.0,University
13043,33.0,Postgrad
13044,43.0,JC
13045,22.0,University
13046,39.0,Postgrad
13047,18.0,University
13048,23.0,Postgrad
13049,40.0,Poly
13050,24.0,Poly
13051,36.0,Postgrad
13052,41.0,Poly
13053,23.0,Secondary
13054,28.0,JC
13055,11.0,JC
13056,27.0,Postgrad
13057,12.0,University
13058,26.0,University
13059,40.0,Postgrad
13060,34.0,Secondary
13061,23.0,University
13062,13.0,University
13063,41.0,Secondary
13064,23.0,Secondary
13065,29.0,Secondary
13066,38.0,JC
13067,31.0,Poly
13068,41.0,Postgrad
13069,31.0,Secondary
13070,32.0,Postgrad
13071,44.0,Postgrad
13072,38.0,JC
13073,16.0,Secondary
13074,31.0,Poly
13075,40.0,Poly
13076,32.0,Secondary
13077,41.0,Postgrad
13078,24.0,Secondary
13079,12.0,JC
13080,25.0,University
13081,47.0,Postgrad
13082,33.0,Poly
13083,35.0,Postgrad
13084,21.0,Poly
13085,20.0,Poly
13086,29.0,Poly
13087,39.0,University
13088,10.0,University
13089,22.0,JC
13090,35.0,Postgrad
13091,33.0,Poly
13092,34.0,Postgrad
13093,42.0,Secondary
13094,23.0,Secondary
13095,23.0,Postgrad
13096,40.0,JC
13097,19.0,Postgrad
13098,33.0,JC
13099,21.0,JC
13100,8.0,JC
13101,30.0,Postgrad
13102,43.0,JC
13103,38.0,JC
13104,29.0,Secondary
13105,29.0,Poly
13106,36.0,University
13107,14.0,Postgrad
13108,26.0,Poly
13109,12.0,JC
13110,42.0,Secondary
13111,38.0,Poly
13112,27.0,University
13113,49.0,JC
13114,27.0,University
13115,37.0,Poly
13116,41.0,Poly
13117,44.0,Poly
13118,31.0,Poly
13119,38.0,JC
13120,16.0,Poly
13121,31.0,University
13122,23.0,JC
13123,20.0,University
13124,16.0,Secondary
13125,34.0,Secondary
13126,31.0,Poly
13127,26.0,University
13128,23.0,University
13129,38.0,JC
13130,33.0,JC
13131,32.0,Poly
13132,33.0,Secondary
13133,52.0,JC
13134,23.0,Poly
13135,10.0,University
13136,30.0,University
13137,37.0,JC
13138,40.0,JC
13139,25.0,Poly
13140,19.0,Poly
13141,40.0,Poly
13142,32.0,University
13143,21.0,Secondary
13144,21.0,JC
13145,20.0,Postgrad
13146,42.0,University
13147,37.0,Poly
13148,27.0,JC
13149,13.0,Poly
13150,35.0,Postgrad
13151,26.0,Poly
13152,37.0,Poly
13153,21.0,University
13154,7.0,Secondary
13155,36.0,Poly
13156,20.0,Postgrad
13157,34.0,University
13158,38.0,Secondary
13159,31.0,University
13160,26.0,JC
13161,42.0,Poly
13162,13.0,Poly
13163,34.0,University
13164,29.0,Postgrad
13165,19.0,Poly
13166,31.0,Postgrad
13167,27.0,Poly
13168,29.0,University
13169,23.0,JC
13170,17.0,Secondary
13171,38.0,Poly
13172,28.0,Secondary
13173,29.0,Secondary
13174,39.0,Poly
13175,43.0,JC
13176,30.0,Poly
13177,25.0,Poly
13178,38.0,JC
13179,35.0,Poly
13180,22.0,Poly
13181,33.0,Secondary
13182,28.0,Postgrad
13183,25.0,University
13184,39.0,Poly
13185,42.0,Poly
13186,10.0,Secondary
13187,45.0,JC
13188,51.0,Poly
13189,34.0,Secondary
13190,40.0,Postgrad
13191,65.0,Secondary
13192,26.0,Poly
13193,25.0,Secondary
13194,38.0,Postgrad
13195,16.0,Secondary
13196,26.0,Poly
13197,31.0,Poly
13198,29.0,Secondary
13199,20.0,Poly
13200,38.0,Postgrad
13201,23.0,University
13202,27.0,Poly
13203,25.0,Poly
13204,33.0,Secondary
13205,42.0,Poly
13206,35.0,Postgrad
13207,22.0,Postgrad
13208,55.0,University
13209,24.0,Poly
13210,26.0,Postgrad
13211,38.0,Secondary
13212,27.0,Postgrad
13213,23.0,University
13214,49.0,Postgrad
13215,17.0,Poly
13216,19.0,Poly
13217,27.0,Postgrad
13218,27.0,University
13219,41.0,JC
13220,30.0,Postgrad
13221,32.0,Secondary
13222,44.0,Secondary
13223,18.0,University
13224,25.0,Poly
13225,39.0,University
13226,35.0,JC
13227,42.0,Poly
13228,24.0,JC
13229,33.0,Poly
13230,30.0,JC
13231,26.0,University
13232,22.0,JC
13233,18.0,Secondary
13234,26.0,Secondary
13235,26.0,Postgrad
13236,36.0,Postgrad
13237,38.0,JC
13238,39.0,Poly
13239,22.0,Postgrad
13240,40.0,JC
13241,35.0,Postgrad
13242,32.0,Poly
13243,35.0,JC
13244,10.0,University
13245,39.0,University
13246,34.0,Postgrad
13247,21.0,JC
13248,16.0,JC
13249,43.0,JC
13250,28.0,University
13251,39.0,Secondary
13252,29.0,University
13253,48.0,Postgrad
13254,38.0,JC
13255,34.0,Secondary
13256,21.0,Poly
13257,21.0,JC
13258,38.0,Postgrad
13259,13.0,University
13260,36.0,Postgrad
13261,28.0,University
13262,15.0,Postgrad
13263,37.0,University
13264,17.0,Postgrad
13265,14.0,Postgrad
13266,31.0,JC
13267,27.0,Poly
13268,27.0,University
13269,32.0,Secondary
13270,24.0,Poly
13271,41.0,University
13272,21.0,Poly
13273,18.0,Poly
13274,20.0,Postgrad
13275,27.0,Poly
13276,32.0,Postgrad
13277,22.0,JC
13278,26.0,Poly
13279,29.0,University
13280,36.0,University
13281,24.0,University
13282,23.0,University
13283,27.0,Postgrad
13284,25.0,Secondary
13285,17.0,Poly
13286,43.0,Poly
13287,3.0,Postgrad
13288,33.0,University
13289,33.0,Postgrad
13290,38.0,Postgrad
13291,32.0,University
13292,44.0,Poly
13293,33.0,Poly
13294,27.0,Postgrad
13295,29.0,Poly
13296,38.0,University
13297,48.0,Postgrad
13298,34.0,JC
13299,28.0,Poly
13300,24.0,Secondary
13301,41.0,Secondary
13302,28.0,JC
13303,35.0,Secondary
13304,20.0,Postgrad
13305,44.0,Postgrad
13306,20.0,University
13307,25.0,Secondary
13308,27.0,Postgrad
13309,28.0,University
13310,31.0,JC
13311,29.0,University
13312,40.0,University
13313,30.0,Secondary
13314,32.0,University
13315,28.0,JC
13316,48.0,University
13317,40.0,Poly
13318,23.0,Poly
13319,13.0,Postgrad
13320,29.0,JC
13321,18.0,Postgrad
13322,18.0,JC
13323,39.0,JC
13324,29.0,JC
13325,45.0,Secondary
13326,32.0,Poly
13327,50.0,Secondary
13328,35.0,Poly
13329,32.0,Secondary
13330,35.0,University
13331,24.0,Postgrad
13332,28.0,University
13333,39.0,Postgrad
13334,25.0,Postgrad
13335,17.0,University
13336,21.0,Secondary
13337,18.0,Secondary
13338,42.0,Poly
13339,31.0,University
13340,29.0,University
13341,37.0,Poly
13342,38.0,University
13343,40.0,Secondary
13344,23.0,University
13345,57.0,Postgrad
13346,28.0,Secondary
13347,31.0,Poly
13348,38.0,Poly
13349,27.0,Secondary
13350,32.0,Poly
13351,30.0,Postgrad
13352,29.0,Secondary
13353,36.0,Postgrad
13354,28.0,JC
13355,35.0,Secondary
13356,7.0,Poly
13357,34.0,JC
13358,20.0,JC
13359,30.0,Postgrad
13360,22.0,University
13361,29.0,University
13362,14.0,Postgrad
13363,49.0,Poly
13364,23.0,JC
13365,23.0,JC
13366,27.0,University
13367,31.0,Postgrad
13368,46.0,Poly
13369,31.0,Secondary
13370,21.0,JC
13371,20.0,University
13372,40.0,University
13373,48.0,JC
13374,21.0,University
13375,19.0,University
13376,31.0,Postgrad
13377,28.0,JC
13378,26.0,JC
13379,33.0,Secondary
13380,33.0,Postgrad
13381,34.0,Postgrad
13382,36.0,University
13383,51.0,JC
13384,30.0,University
13385,30.0,Postgrad
13386,34.0,University
13387,22.0,Postgrad
13388,41.0,Poly
13389,13.0,University
13390,36.0,Secondary
13391,37.0,JC
13392,28.0,JC
13393,12.0,Secondary
13394,39.0,Poly
13395,26.0,JC
13396,36.0,Secondary
13397,28.0,Poly
13398,15.0,Secondary
13399,23.0,Poly
13400,48.0,Poly
13401,27.0,Poly
13402,11.0,Poly
13403,22.0,Secondary
13404,26.0,University
13405,20.0,Postgrad
13406,36.0,Poly
13407,29.0,Poly
13408,28.0,JC
13409,35.0,JC
13410,30.0,JC
13411,6.0,Poly
13412,19.0,Postgrad
13413,32.0,Secondary
13414,28.0,Secondary
13415,48.0,JC
13416,34.0,University
13417,44.0,Postgrad
13418,39.0,Secondary
13419,29.0,JC
13420,34.0,JC
13421,31.0,Secondary
13422,41.0,Poly
13423,30.0,JC
13424,36.0,Poly
13425,44.0,JC
13426,26.0,Postgrad
13427,34.0,Postgrad
13428,33.0,JC
13429,31.0,Postgrad
13430,44.0,JC
13431,39.0,Poly
13432,18.0,JC
13433,29.0,Postgrad
13434,29.0,Poly
13435,55.0,Postgrad
13436,21.0,Secondary
13437,10.0,JC
13438,37.0,Secondary
13439,11.0,Postgrad
13440,28.0,JC
13441,44.0,JC
13442,24.0,JC
13443,36.0,Poly
13444,39.0,JC
13445,45.0,Poly
13446,17.0,Postgrad
13447,47.0,JC
13448,29.0,JC
13449,37.0,JC
13450,36.0,Postgrad
13451,23.0,JC
13452,30.0,University
13453,37.0,Postgrad
13454,50.0,University
13455,34.0,Postgrad
13456,29.0,JC
13457,13.0,University
13458,25.0,JC
13459,50.0,Poly
13460,28.0,University
13461,21.0,Postgrad
13462,35.0,Secondary
13463,16.0,University
13464,47.0,Poly
13465,35.0,Secondary
13466,16.0,Postgrad
13467,39.0,Poly
13468,15.0,JC
13469,43.0,Poly
13470,28.0,Postgrad
13471,31.0,University
13472,40.0,Secondary
13473,28.0,Postgrad
13474,12.0,Poly
13475,12.0,JC
13476,25.0,Secondary
13477,41.0,Poly
13478,19.0,Poly
13479,22.0,Secondary
13480,27.0,Poly
13481,51.0,Secondary
13482,39.0,University
13483,34.0,University
13484,23.0,Postgrad
13485,36.0,JC
13486,27.0,Postgrad
13487,36.0,Poly
13488,24.0,Secondary
13489,13.0,Poly
13490,34.0,Postgrad
13491,45.0,Poly
13492,41.0,Postgrad
13493,52.0,Postgrad
13494,31.0,Secondary
13495,40.0,JC
13496,35.0,Poly
13497,44.0,JC
13498,25.0,Poly
13499,32.0,Poly
13500,28.0,Poly
13501,34.0,Postgrad
13502,33.0,Postgrad
13503,20.0,University
13504,29.0,JC
13505,35.0,JC
13506,20.0,Poly
13507,51.0,JC
13508,37.0,JC
13509,18.0,JC
13510,28.0,Poly
13511,29.0,JC
13512,13.0,Secondary
13513,21.0,Poly
13514,7.0,University
13515,26.0,Postgrad
13516,18.0,Postgrad
13517,30.0,Poly
13518,32.0,JC
13519,26.0,Secondary
13520,41.0,University
13521,53.0,Poly
13522,17.0,Postgrad
13523,26.0,Postgrad
13524,36.0,Poly
13525,46.0,JC
13526,28.0,University
13527,38.0,Postgrad
13528,46.0,Postgrad
13529,41.0,University
13530,32.0,Secondary
13531,26.0,Poly
13532,34.0,Secondary
13533,13.0,Secondary
13534,22.0,Secondary
13535,9.0,JC
13536,27.0,Secondary
13537,31.0,Postgrad
13538,37.0,JC
13539,19.0,University
13540,31.0,Poly
13541,37.0,Secondary
13542,28.0,Postgrad
13543,24.0,University
13544,57.0,Secondary
13545,42.0,JC
13546,21.0,Poly
13547,3.0,JC
13548,35.0,University
13549,12.0,JC
13550,45.0,JC
13551,30.0,Secondary
13552,29.0,Poly
13553,31.0,Postgrad
13554,30.0,Poly
13555,21.0,Secondary
13556,30.0,Postgrad
13557,24.0,University
13558,25.0,Secondary
13559,35.0,University
13560,27.0,JC
13561,28.0,University
13562,34.0,JC
13563,17.0,Poly
13564,33.0,University
13565,34.0,JC
13566,29.0,Secondary
13567,25.0,Poly
13568,41.0,University
13569,31.0,Secondary
13570,23.0,University
13571,32.0,Secondary
13572,22.0,JC
13573,44.0,University
13574,19.0,Poly
13575,31.0,JC
13576,34.0,Secondary
13577,22.0,JC
13578,24.0,Secondary
13579,42.0,Secondary
13580,9.0,Secondary
13581,13.0,JC
13582,29.0,Postgrad
13583,51.0,JC
13584,10.0,University
13585,24.0,Secondary
13586,37.0,Postgrad
13587,29.0,University
13588,28.0,JC
13589,11.0,Postgrad
13590,31.0,Postgrad
13591,26.0,JC
13592,36.0,Postgrad
13593,11.0,Poly
13594,19.0,Postgrad
13595,41.0,Poly
13596,21.0,Secondary
13597,36.0,Poly
13598,36.0,Secondary
13599,27.0,Secondary
13600,21.0,University
13601,49.0,JC
13602,21.0,University
13603,32.0,Secondary
13604,19.0,JC
13605,49.0,JC
13606,34.0,JC
13607,37.0,Postgrad
13608,28.0,Secondary
13609,36.0,Poly
13610,27.0,Poly
13611,42.0,JC
13612,24.0,Poly
13613,42.0,JC
13614,28.0,Poly
13615,35.0,University
13616,36.0,JC
13617,35.0,JC
13618,34.0,University
13619,46.0,Secondary
13620,39.0,Secondary
13621,24.0,Poly
13622,22.0,Secondary
13623,5.0,Poly
13624,21.0,Secondary
13625,17.0,JC
13626,33.0,Secondary
13627,21.0,Postgrad
13628,33.0,JC
13629,32.0,Secondary
13630,48.0,University
13631,43.0,Poly
13632,27.0,Secondary
13633,48.0,Postgrad
13634,19.0,Poly
13635,46.0,Secondary
13636,34.0,Secondary
13637,27.0,Postgrad
13638,32.0,Secondary
13639,44.0,Postgrad
13640,22.0,Poly
13641,26.0,Poly
13642,28.0,Poly
13643,43.0,JC
13644,44.0,JC
13645,19.0,Postgrad
13646,32.0,University
13647,45.0,University
13648,30.0,JC
13649,50.0,University
13650,41.0,JC
13651,22.0,Secondary
13652,59.0,JC
13653,49.0,University
13654,35.0,JC
13655,37.0,Poly
13656,22.0,Poly
13657,21.0,Poly
13658,24.0,JC
13659,28.0,JC
13660,6.0,JC
13661,37.0,JC
13662,33.0,JC
13663,16.0,Postgrad
13664,47.0,University
13665,22.0,Postgrad
13666,40.0,Poly
13667,15.0,JC
13668,45.0,University
13669,7.0,Secondary
13670,13.0,JC
13671,36.0,JC
13672,43.0,JC
13673,10.0,JC
13674,23.0,JC
13675,21.0,JC
13676,40.0,Secondary
13677,29.0,Secondary
13678,39.0,Poly
13679,27.0,Secondary
13680,25.0,Poly
13681,32.0,JC
13682,9.0,Poly
13683,40.0,University
13684,15.0,Postgrad
13685,20.0,Secondary
13686,11.0,JC
13687,46.0,Secondary
13688,31.0,University
13689,34.0,Postgrad
13690,29.0,JC
13691,22.0,Postgrad
13692,32.0,Postgrad
13693,47.0,Secondary
13694,36.0,Poly
13695,26.0,University
13696,30.0,JC
13697,25.0,Poly
13698,44.0,University
13699,31.0,Poly
13700,30.0,Secondary
13701,34.0,University
13702,11.0,Postgrad
13703,36.0,JC
13704,40.0,Poly
13705,45.0,Poly
13706,20.0,University
13707,30.0,Secondary
13708,49.0,Secondary
13709,21.0,JC
13710,38.0,JC
13711,29.0,Poly
13712,37.0,JC
13713,26.0,University
13714,26.0,Postgrad
13715,19.0,University
13716,24.0,University
13717,19.0,Postgrad
13718,35.0,Secondary
13719,29.0,Poly
13720,25.0,Postgrad
13721,24.0,University
13722,3.0,Poly
13723,32.0,University
13724,20.0,Poly
13725,43.0,Secondary
13726,35.0,Poly
13727,25.0,Secondary
13728,22.0,University
13729,34.0,JC
13730,44.0,University
13731,35.0,Poly
13732,31.0,Postgrad
13733,34.0,Poly
13734,47.0,Postgrad
13735,58.0,JC
13736,27.0,Secondary
13737,24.0,University
13738,18.0,JC
13739,23.0,JC
13740,36.0,Postgrad
13741,26.0,Poly
13742,28.0,JC
13743,48.0,Secondary
13744,37.0,JC
13745,31.0,Postgrad
13746,30.0,University
13747,15.0,Secondary
13748,37.0,Secondary
13749,27.0,Poly
13750,37.0,JC
13751,26.0,Postgrad
13752,10.0,University
13753,42.0,Secondary
13754,37.0,Poly
13755,30.0,Poly
13756,28.0,Postgrad
13757,35.0,JC
13758,40.0,University
13759,51.0,Poly
13760,29.0,University
13761,39.0,Poly
13762,30.0,University
13763,31.0,Secondary
13764,29.0,JC
13765,42.0,Poly
13766,37.0,Secondary
13767,26.0,Postgrad
13768,27.0,JC
13769,13.0,Secondary
13770,36.0,University
13771,30.0,University
13772,39.0,Postgrad
13773,14.0,University
13774,38.0,University
13775,33.0,JC
13776,29.0,JC
13777,19.0,University
13778,31.0,University
13779,38.0,Secondary
13780,44.0,JC
13781,28.0,Secondary
13782,45.0,Secondary
13783,26.0,JC
13784,44.0,Poly
13785,29.0,University
13786,32.0,University
13787,41.0,University
13788,23.0,Secondary
13789,31.0,University
13790,22.0,Postgrad
13791,34.0,JC
13792,42.0,University
